comment,labels
i would recommend making the trip no matter where you live !,1
she was sooooo rude .,0
service was very attentive .,1
"needless to say , i will not be eating here again .",0
naturally you need lettuce and tomato .,1
my boyfriend and i went and had an amazing time !,1
what kind of italian food has no garlic ?,0
it 's worth the investment !,1
the store told them that they have problems with that manufacturer all the .,0
the daily food specials and drink specials are consistent and posted on website .,1
"went to their cheese market , and was pleasantly surprised with the selection .",1
"impeccable service , as you 'd expect from this type of place .",1
for nothing i needed !,0
we were there on a friday night and loved it !,1
i had about _num_ bites and just put it aside .,0
"great hot dogs and prices , friendly staff also .",1
the queso dip was cold & thick .,0
i 'd used national in charlotte a couple times before and they were excellent .,1
"airport looked clean and nice , and free wifi .",1
its worth calling ahead on the holidays .,1
it was not worth the original _num_ dollars charged .,0
sliding scale monthly rate !,1
"the rolls come in pieces of _num_ , which i find weird .",0
the antipasto salad was delicious .,1
i am glad i have found a quality alteration service in my neighborhood .,1
such a pleasurable experience !,1
family owned and operated .,1
service is always good and they are very friendly here .,1
they just broke into my house without any notice to show around .,0
"the pizza , even when plain , is very greasy .",0
the food is so-so at best .,0
service is very friendly and super speedy even on packed weekend mornings .,1
"authentic german food and brews , great bar in front if your just drinking .",1
will definitely be back !,1
just a bad experience all around .,0
our waiter was seriously the best .,1
the arrangements were perfect .,1
so glad i found this place !,1
i am not interested in ever going back !,0
if zero was an option that is what i would rate them !,0
i 've been using priceline for _num_ years almost on a weekly basis .,0
good selection of items .,1
"fuck this place fuck this college , fuck the staff .",0
"i had the gnocchi , which comes with duck ragu - fantastic !",1
"it is a delicious , deep dish masterpiece .",1
i settled for the beef tenderloin and fried calamari appetizer .,0
"but , more importantly than the food , we just really liked the atmosphere .",1
it was hot - very uncomfortable - inside .,0
burgers are adequate - nothing special .,0
"good food , and good service .",1
i will definitely be taking my family back here !,1
i have to wait _num_ days to have service restored .,0
none of us even like onions .,0
it 's a great park to walk around !,1
looks like very other cvs .,0
they made my trip better and made me feel so welcome !,1
this shows they care about their customers and value the business !,1
the new ownership has completely ruined that experience .,0
i have been here a few times and it always delivers .,1
my favorite chinese food !,1
i love this place so much !,1
special house sauce all the way !,1
their only redeeming feature was the crab cake appetizer .,0
"a fair amount of walking was involved , so plan accordingly .",1
best service i 've ever experienced at a dry cleaners .,1
$ _num_ for two small hamburgers ?,0
"i got the spiced stout , which was also delish .",1
never came out to see how we were doing .,0
i showed the lady the picture of my desired bang .,0
i was starving so at this point i just made do .,0
"nice , family run business with friendly people .",1
have been going here for many years and always enjoy the experience .,1
can i give this _num_ stars ?,0
this place is as expensive as starbucks coffee .,0
try it you 'll love it .,1
tasty appetizers and dishes .,1
"i ordered the flat iron steak , which came smothered in a spicy sauce .",0
i was n't standing behind the people 's sitting at the bar .,0
i got a fill and a fix because i broke a nail .,0
it tasted and smelled like fish .,0
had the ramen soup and it was very light and flavorful .,1
i always have enough for the next day or two .,1
"also , this place is located in a very nice area .",1
and the pizza is great .,1
this place is one of the best .,1
the beer makes everything tastes better so order at least two beers before eating .,0
"to make it worse , they are supposed to open at _num_ .",0
rice was over cooked .,0
they have courses that come with your meal and they are all delicious .,1
thanks but no thanks .,0
three reps gave me codes that did not work .,0
"food is excellent , nice focused menu , fresh ingredients and nice wines .",1
it is clear that this is not her main priority .,0
but it was like that through the whole entire meal .,0
then i waited another _num_ minutes for them to get me my food .,0
he asked me if i had $ _num_ cash on me .,0
"i would definitely not recommend this place to anyone , even my worst enemy .",0
the food was terrible !,0
what we had was just okay -- but barely .,0
they charged $ _num_ because i was buying the ticket for someone else .,0
they 're even able to keep up with the demand when it gets busy .,1
"what a disappointment , the risotto balls were very bland and gummy .",0
reasonable prices and good service .,1
i guess for $ _num_ i could n't complain .,0
customer service was poor and unfriendly .,0
a couple minutes later a guy comes by with our desserts .,0
i 'm hoping that i just caught them on a bad afternoon .,0
pretty unacceptable considering that it was dead in there .,0
"turns out , they 're there a lot because its damn good pizza .",1
prices are very good too .,1
call them on their crap !,0
a great place to go for dinner .,1
next time i will avoid flying through this airport !,0
when we came back my best friends iphone was no longer on the table .,0
"they are quick , friendly , reasonable price , and delicious .",1
food is great service is good .,1
